#logger output
save_dir: GRU_sta_euler_b20_f15
epoch: 0/300, batch: 0/3, train loss: 0.9804237484931946, cal times: 15 compute efficiency: 1.15%, process time: 0.23s, 
epoch: 139/300, batch: 1/3, train loss: 0.16399021446704865, cal times: 15 compute efficiency: 27.64%, process time: 0.18s, 
epoch: 139/300, batch: 2/3, train loss: 0.20071972906589508, cal times: 15 compute efficiency: 98.80%, process time: 0.19s, 
Test in Epoch 0139 | forward len 0015 | call times 15 | Time 15.12                             | pre 0.00-0.0% | forward 0.17-1.1% | eval 14.95-98.9%                             | val error2.98 | test error 4.26
Test in Epoch 0139 | forward len 0050 | call times 50 | Time 8.31                             | pre 0.00-0.0% | forward 0.45-5.5% | eval 7.86-94.5%                             | val error4.19 | test error 3.81
Test in Epoch 0139 | forward len 0125 | call times 125 | Time 4.71                             | pre 0.00-0.0% | forward 1.17-24.8% | eval 3.54-75.2%                             | val error2.34 | test error 3.13
epoch: 140/300, batch: 0/3, train loss: 0.1738014817237854, cal times: 15 compute efficiency: 0.87%, process time: 0.17s, 
epoch: 140/300, batch: 1/3, train loss: 0.17170903086662292, cal times: 15 compute efficiency: 97.66%, process time: 0.15s, 
epoch: 140/300, batch: 2/3, train loss: 0.1964803785085678, cal times: 15 compute efficiency: 98.91%, process time: 0.15s, 
epoch: 141/300, batch: 0/3, train loss: 0.1773667335510254, cal times: 15 compute efficiency: 1.23%, process time: 0.24s, 
epoch: 141/300, batch: 1/3, train loss: 0.1704021841287613, cal times: 15 compute efficiency: 26.64%, process time: 0.20s, 
epoch: 141/300, batch: 2/3, train loss: 0.16523747146129608, cal times: 15 compute efficiency: 98.79%, process time: 0.17s, 
epoch: 142/300, batch: 0/3, train loss: 0.1715807020664215, cal times: 15 compute efficiency: 0.91%, process time: 0.18s, 
epoch: 142/300, batch: 1/3, train loss: 0.17372608184814453, cal times: 15 compute efficiency: 70.53%, process time: 0.15s, 
epoch: 142/300, batch: 2/3, train loss: 0.18920180201530457, cal times: 15 compute efficiency: 98.48%, process time: 0.15s, 
epoch: 143/300, batch: 0/3, train loss: 0.16832169890403748, cal times: 15 compute efficiency: 0.90%, process time: 0.18s, 
epoch: 143/300, batch: 1/3, train loss: 0.1752277910709381, cal times: 15 compute efficiency: 98.10%, process time: 0.16s, 
epoch: 143/300, batch: 2/3, train loss: 0.20035389065742493, cal times: 15 compute efficiency: 98.70%, process time: 0.15s, 
epoch: 144/300, batch: 0/3, train loss: 0.1806773543357849, cal times: 15 compute efficiency: 0.91%, process time: 0.18s, 
epoch: 144/300, batch: 1/3, train loss: 0.16729328036308289, cal times: 15 compute efficiency: 97.06%, process time: 0.22s, 
epoch: 144/300, batch: 2/3, train loss: 0.155970498919487, cal times: 15 compute efficiency: 98.58%, process time: 0.19s, 
epoch: 145/300, batch: 0/3, train loss: 0.16711516678333282, cal times: 15 compute efficiency: 0.94%, process time: 0.18s, 
epoch: 145/300, batch: 1/3, train loss: 0.17623195052146912, cal times: 15 compute efficiency: 97.80%, process time: 0.16s, 
epoch: 145/300, batch: 2/3, train loss: 0.19735628366470337, cal times: 15 compute efficiency: 98.58%, process time: 0.16s, 
epoch: 146/300, batch: 0/3, train loss: 0.17599298059940338, cal times: 15 compute efficiency: 1.89%, process time: 0.38s, 
epoch: 146/300, batch: 1/3, train loss: 0.1702466756105423, cal times: 15 compute efficiency: 97.65%, process time: 0.18s, 
epoch: 146/300, batch: 2/3, train loss: 0.1650065928697586, cal times: 15 compute efficiency: 98.56%, process time: 0.15s, 
epoch: 147/300, batch: 0/3, train loss: 0.17507818341255188, cal times: 15 compute efficiency: 1.07%, process time: 0.21s, 
epoch: 147/300, batch: 1/3, train loss: 0.17230047285556793, cal times: 15 compute efficiency: 97.06%, process time: 0.22s, 
epoch: 147/300, batch: 2/3, train loss: 0.15454360842704773, cal times: 15 compute efficiency: 98.75%, process time: 0.21s, 
epoch: 148/300, batch: 0/3, train loss: 0.165243461728096, cal times: 15 compute efficiency: 1.02%, process time: 0.21s, 
epoch: 148/300, batch: 1/3, train loss: 0.17643515765666962, cal times: 15 compute efficiency: 97.91%, process time: 0.17s, 
epoch: 148/300, batch: 2/3, train loss: 0.20653289556503296, cal times: 15 compute efficiency: 98.59%, process time: 0.17s, 
epoch: 149/300, batch: 0/3, train loss: 0.17651042342185974, cal times: 15 compute efficiency: 0.90%, process time: 0.18s, 
epoch: 149/300, batch: 1/3, train loss: 0.16772079467773438, cal times: 15 compute efficiency: 65.77%, process time: 0.16s, 
epoch: 149/300, batch: 2/3, train loss: 0.17886319756507874, cal times: 15 compute efficiency: 98.50%, process time: 0.16s, 
epoch: 150/300, batch: 0/3, train loss: 0.16602960228919983, cal times: 15 compute efficiency: 0.83%, process time: 0.17s, 
epoch: 150/300, batch: 1/3, train loss: 0.18145844340324402, cal times: 15 compute efficiency: 98.11%, process time: 0.17s, 
epoch: 150/300, batch: 2/3, train loss: 0.14085476100444794, cal times: 15 compute efficiency: 99.24%, process time: 0.32s, 
epoch: 151/300, batch: 0/3, train loss: 0.16786955296993256, cal times: 15 compute efficiency: 1.00%, process time: 0.20s, 
epoch: 151/300, batch: 1/3, train loss: 0.17942334711551666, cal times: 15 compute efficiency: 97.99%, process time: 0.18s, 
epoch: 151/300, batch: 2/3, train loss: 0.1404154747724533, cal times: 15 compute efficiency: 98.77%, process time: 0.18s, 
epoch: 152/300, batch: 0/3, train loss: 0.173892542719841, cal times: 15 compute efficiency: 0.89%, process time: 0.17s, 
epoch: 152/300, batch: 1/3, train loss: 0.16880464553833008, cal times: 15 compute efficiency: 23.07%, process time: 0.16s, 
epoch: 152/300, batch: 2/3, train loss: 0.18534992635250092, cal times: 15 compute efficiency: 98.59%, process time: 0.15s, 
epoch: 153/300, batch: 0/3, train loss: 0.16810660064220428, cal times: 15 compute efficiency: 0.91%, process time: 0.18s, 
epoch: 153/300, batch: 1/3, train loss: 0.1730385720729828, cal times: 15 compute efficiency: 97.01%, process time: 0.17s, 
epoch: 153/300, batch: 2/3, train loss: 0.19391579926013947, cal times: 15 compute efficiency: 98.41%, process time: 0.15s, 
epoch: 154/300, batch: 0/3, train loss: 0.17012923955917358, cal times: 15 compute efficiency: 1.05%, process time: 0.20s, 
epoch: 154/300, batch: 1/3, train loss: 0.16797536611557007, cal times: 15 compute efficiency: 45.32%, process time: 0.17s, 
epoch: 154/300, batch: 2/3, train loss: 0.2254347950220108, cal times: 15 compute efficiency: 98.29%, process time: 0.15s, 
epoch: 155/300, batch: 0/3, train loss: 0.16741608083248138, cal times: 15 compute efficiency: 0.95%, process time: 0.18s, 
epoch: 155/300, batch: 1/3, train loss: 0.1775842010974884, cal times: 15 compute efficiency: 29.88%, process time: 0.26s, 
epoch: 155/300, batch: 2/3, train loss: 0.1522282212972641, cal times: 15 compute efficiency: 98.53%, process time: 0.17s, 
epoch: 156/300, batch: 0/3, train loss: 0.1783520132303238, cal times: 15 compute efficiency: 0.97%, process time: 0.19s, 
epoch: 156/300, batch: 1/3, train loss: 0.16799943149089813, cal times: 15 compute efficiency: 98.08%, process time: 0.17s, 
epoch: 156/300, batch: 2/3, train loss: 0.13395042717456818, cal times: 15 compute efficiency: 98.96%, process time: 0.17s, 
epoch: 157/300, batch: 0/3, train loss: 0.16766738891601562, cal times: 15 compute efficiency: 0.89%, process time: 0.18s, 
epoch: 157/300, batch: 1/3, train loss: 0.17415876686573029, cal times: 15 compute efficiency: 97.85%, process time: 0.16s, 
epoch: 157/300, batch: 2/3, train loss: 0.17532426118850708, cal times: 15 compute efficiency: 98.71%, process time: 0.16s, 
epoch: 158/300, batch: 0/3, train loss: 0.17696422338485718, cal times: 15 compute efficiency: 0.91%, process time: 0.18s, 
epoch: 158/300, batch: 1/3, train loss: 0.16613508760929108, cal times: 15 compute efficiency: 96.86%, process time: 0.17s, 
epoch: 158/300, batch: 2/3, train loss: 0.16153423488140106, cal times: 15 compute efficiency: 98.54%, process time: 0.17s, 
epoch: 159/300, batch: 0/3, train loss: 0.16042636334896088, cal times: 15 compute efficiency: 0.99%, process time: 0.20s, 
epoch: 159/300, batch: 1/3, train loss: 0.1823585331439972, cal times: 15 compute efficiency: 97.81%, process time: 0.16s, 
epoch: 159/300, batch: 2/3, train loss: 0.16421861946582794, cal times: 15 compute efficiency: 99.29%, process time: 0.35s, 
Test in Epoch 0159 | forward len 0015 | call times 15 | Time 15.19                             | pre 0.00-0.0% | forward 0.15-1.0% | eval 15.05-99.0%                             | val error3.09 | test error 4.23
Test in Epoch 0159 | forward len 0050 | call times 50 | Time 8.32                             | pre 0.00-0.0% | forward 0.56-6.7% | eval 7.77-93.3%                             | val error4.20 | test error 3.84
Test in Epoch 0159 | forward len 0125 | call times 125 | Time 4.96                             | pre 0.00-0.0% | forward 1.37-27.7% | eval 3.59-72.3%                             | val error2.35 | test error 3.14
epoch: 160/300, batch: 0/3, train loss: 0.16983629763126373, cal times: 15 compute efficiency: 0.99%, process time: 0.19s, 
epoch: 160/300, batch: 1/3, train loss: 0.16815510392189026, cal times: 15 compute efficiency: 97.95%, process time: 0.17s, 
epoch: 160/300, batch: 2/3, train loss: 0.21129557490348816, cal times: 15 compute efficiency: 98.60%, process time: 0.17s, 
epoch: 161/300, batch: 0/3, train loss: 0.16115032136440277, cal times: 15 compute efficiency: 0.87%, process time: 0.17s, 
epoch: 161/300, batch: 1/3, train loss: 0.18282149732112885, cal times: 15 compute efficiency: 97.62%, process time: 0.16s, 
epoch: 161/300, batch: 2/3, train loss: 0.14649344980716705, cal times: 15 compute efficiency: 99.30%, process time: 0.33s, 
epoch: 162/300, batch: 0/3, train loss: 0.16098734736442566, cal times: 15 compute efficiency: 0.87%, process time: 0.17s, 
epoch: 162/300, batch: 1/3, train loss: 0.18272186815738678, cal times: 15 compute efficiency: 97.79%, process time: 0.15s, 
epoch: 162/300, batch: 2/3, train loss: 0.15170350670814514, cal times: 15 compute efficiency: 98.66%, process time: 0.15s, 
epoch: 163/300, batch: 0/3, train loss: 0.17194563150405884, cal times: 15 compute efficiency: 0.90%, process time: 0.17s, 
epoch: 163/300, batch: 1/3, train loss: 0.17010994255542755, cal times: 15 compute efficiency: 96.16%, process time: 0.15s, 
epoch: 163/300, batch: 2/3, train loss: 0.15969255566596985, cal times: 15 compute efficiency: 98.59%, process time: 0.15s, 
epoch: 164/300, batch: 0/3, train loss: 0.16826508939266205, cal times: 15 compute efficiency: 0.93%, process time: 0.18s, 
epoch: 164/300, batch: 1/3, train loss: 0.17483973503112793, cal times: 15 compute efficiency: 96.69%, process time: 0.16s, 
epoch: 164/300, batch: 2/3, train loss: 0.1495533585548401, cal times: 15 compute efficiency: 98.43%, process time: 0.16s, 
epoch: 165/300, batch: 0/3, train loss: 0.15942354500293732, cal times: 15 compute efficiency: 1.12%, process time: 0.22s, 
epoch: 165/300, batch: 1/3, train loss: 0.17464742064476013, cal times: 15 compute efficiency: 96.76%, process time: 0.18s, 
epoch: 165/300, batch: 2/3, train loss: 0.23339875042438507, cal times: 15 compute efficiency: 98.40%, process time: 0.17s, 
epoch: 166/300, batch: 0/3, train loss: 0.1743364930152893, cal times: 15 compute efficiency: 1.08%, process time: 0.22s, 
epoch: 166/300, batch: 1/3, train loss: 0.16387633979320526, cal times: 15 compute efficiency: 98.09%, process time: 0.18s, 
epoch: 166/300, batch: 2/3, train loss: 0.19303059577941895, cal times: 15 compute efficiency: 98.56%, process time: 0.17s, 
epoch: 167/300, batch: 0/3, train loss: 0.16610616445541382, cal times: 15 compute efficiency: 0.89%, process time: 0.17s, 
epoch: 167/300, batch: 1/3, train loss: 0.1746218204498291, cal times: 15 compute efficiency: 96.41%, process time: 0.17s, 
epoch: 167/300, batch: 2/3, train loss: 0.16200177371501923, cal times: 15 compute efficiency: 98.51%, process time: 0.16s, 
epoch: 168/300, batch: 0/3, train loss: 0.17412903904914856, cal times: 15 compute efficiency: 0.94%, process time: 0.19s, 
epoch: 168/300, batch: 1/3, train loss: 0.16913889348506927, cal times: 15 compute efficiency: 98.85%, process time: 0.33s, 
epoch: 168/300, batch: 2/3, train loss: 0.13588064908981323, cal times: 15 compute efficiency: 98.37%, process time: 0.15s, 
epoch: 169/300, batch: 0/3, train loss: 0.17471913993358612, cal times: 15 compute efficiency: 1.55%, process time: 0.30s, 
epoch: 169/300, batch: 1/3, train loss: 0.16327635943889618, cal times: 15 compute efficiency: 96.49%, process time: 0.18s, 
epoch: 169/300, batch: 2/3, train loss: 0.1859036684036255, cal times: 15 compute efficiency: 98.61%, process time: 0.17s, 
epoch: 170/300, batch: 0/3, train loss: 0.17699596285820007, cal times: 15 compute efficiency: 0.81%, process time: 0.16s, 
epoch: 170/300, batch: 1/3, train loss: 0.1646091341972351, cal times: 15 compute efficiency: 98.01%, process time: 0.16s, 
epoch: 170/300, batch: 2/3, train loss: 0.14968344569206238, cal times: 15 compute efficiency: 98.21%, process time: 0.17s, 
epoch: 171/300, batch: 0/3, train loss: 0.17699724435806274, cal times: 15 compute efficiency: 1.11%, process time: 0.22s, 
epoch: 171/300, batch: 1/3, train loss: 0.15718533098697662, cal times: 15 compute efficiency: 89.28%, process time: 0.18s, 
epoch: 171/300, batch: 2/3, train loss: 0.21403396129608154, cal times: 15 compute efficiency: 98.49%, process time: 0.18s, 
epoch: 172/300, batch: 0/3, train loss: 0.16281920671463013, cal times: 15 compute efficiency: 1.03%, process time: 0.20s, 
epoch: 172/300, batch: 1/3, train loss: 0.17979051172733307, cal times: 15 compute efficiency: 97.78%, process time: 0.16s, 
epoch: 172/300, batch: 2/3, train loss: 0.1299312561750412, cal times: 15 compute efficiency: 98.23%, process time: 0.16s, 
epoch: 173/300, batch: 0/3, train loss: 0.17116762697696686, cal times: 15 compute efficiency: 0.92%, process time: 0.18s, 
epoch: 173/300, batch: 1/3, train loss: 0.165119931101799, cal times: 15 compute efficiency: 20.56%, process time: 0.16s, 
epoch: 173/300, batch: 2/3, train loss: 0.1958853006362915, cal times: 15 compute efficiency: 99.25%, process time: 0.33s, 
epoch: 174/300, batch: 0/3, train loss: 0.16257259249687195, cal times: 15 compute efficiency: 0.88%, process time: 0.18s, 
epoch: 174/300, batch: 1/3, train loss: 0.17804107069969177, cal times: 15 compute efficiency: 96.39%, process time: 0.15s, 
epoch: 174/300, batch: 2/3, train loss: 0.1471981257200241, cal times: 15 compute efficiency: 98.21%, process time: 0.15s, 
epoch: 175/300, batch: 0/3, train loss: 0.1718565970659256, cal times: 15 compute efficiency: 1.09%, process time: 0.21s, 
epoch: 175/300, batch: 1/3, train loss: 0.16981562972068787, cal times: 15 compute efficiency: 26.59%, process time: 0.18s, 
epoch: 175/300, batch: 2/3, train loss: 0.13398274779319763, cal times: 15 compute efficiency: 98.37%, process time: 0.17s, 
epoch: 176/300, batch: 0/3, train loss: 0.1716022789478302, cal times: 15 compute efficiency: 0.95%, process time: 0.19s, 
epoch: 176/300, batch: 1/3, train loss: 0.16956129670143127, cal times: 15 compute efficiency: 98.02%, process time: 0.16s, 
epoch: 176/300, batch: 2/3, train loss: 0.13405929505825043, cal times: 15 compute efficiency: 98.60%, process time: 0.17s, 
epoch: 177/300, batch: 0/3, train loss: 0.17678935825824738, cal times: 15 compute efficiency: 1.06%, process time: 0.21s, 
epoch: 177/300, batch: 1/3, train loss: 0.15762099623680115, cal times: 15 compute efficiency: 99.09%, process time: 0.35s, 
epoch: 177/300, batch: 2/3, train loss: 0.19766663014888763, cal times: 15 compute efficiency: 98.38%, process time: 0.16s, 
epoch: 178/300, batch: 0/3, train loss: 0.16976064443588257, cal times: 15 compute efficiency: 0.86%, process time: 0.17s, 
epoch: 178/300, batch: 1/3, train loss: 0.1637307107448578, cal times: 15 compute efficiency: 97.77%, process time: 0.15s, 
epoch: 178/300, batch: 2/3, train loss: 0.20454484224319458, cal times: 15 compute efficiency: 98.18%, process time: 0.15s, 
epoch: 179/300, batch: 0/3, train loss: 0.17492379248142242, cal times: 15 compute efficiency: 0.90%, process time: 0.18s, 
epoch: 179/300, batch: 1/3, train loss: 0.1663779318332672, cal times: 15 compute efficiency: 96.84%, process time: 0.15s, 
epoch: 179/300, batch: 2/3, train loss: 0.13723763823509216, cal times: 15 compute efficiency: 98.58%, process time: 0.16s, 
Test in Epoch 0179 | forward len 0015 | call times 15 | Time 15.55                             | pre 0.00-0.0% | forward 0.14-0.9% | eval 15.41-99.1%                             | val error3.08 | test error 4.20
Test in Epoch 0179 | forward len 0050 | call times 50 | Time 8.12                             | pre 0.00-0.0% | forward 0.55-6.8% | eval 7.57-93.2%                             | val error4.17 | test error 3.75
Test in Epoch 0179 | forward len 0125 | call times 125 | Time 4.70                             | pre 0.00-0.0% | forward 1.09-23.2% | eval 3.61-76.8%                             | val error2.37 | test error 2.94
epoch: 180/300, batch: 0/3, train loss: 0.17075000703334808, cal times: 15 compute efficiency: 1.02%, process time: 0.20s, 
epoch: 180/300, batch: 1/3, train loss: 0.16488346457481384, cal times: 15 compute efficiency: 98.86%, process time: 0.35s, 
epoch: 180/300, batch: 2/3, train loss: 0.18737758696079254, cal times: 15 compute efficiency: 98.55%, process time: 0.17s, 
epoch: 181/300, batch: 0/3, train loss: 0.17515774071216583, cal times: 15 compute efficiency: 1.01%, process time: 0.20s, 
epoch: 181/300, batch: 1/3, train loss: 0.16219155490398407, cal times: 15 compute efficiency: 98.24%, process time: 0.16s, 
epoch: 181/300, batch: 2/3, train loss: 0.16911758482456207, cal times: 15 compute efficiency: 98.50%, process time: 0.17s, 
epoch: 182/300, batch: 0/3, train loss: 0.16009683907032013, cal times: 15 compute efficiency: 0.93%, process time: 0.18s, 
epoch: 182/300, batch: 1/3, train loss: 0.17148728668689728, cal times: 15 compute efficiency: 75.67%, process time: 0.16s, 
epoch: 182/300, batch: 2/3, train loss: 0.2164440155029297, cal times: 15 compute efficiency: 95.11%, process time: 0.16s, 
epoch: 183/300, batch: 0/3, train loss: 0.17399069666862488, cal times: 15 compute efficiency: 0.86%, process time: 0.17s, 
epoch: 183/300, batch: 1/3, train loss: 0.16619367897510529, cal times: 15 compute efficiency: 97.94%, process time: 0.16s, 
epoch: 183/300, batch: 2/3, train loss: 0.13587726652622223, cal times: 15 compute efficiency: 98.56%, process time: 0.16s, 
epoch: 184/300, batch: 0/3, train loss: 0.1618334800004959, cal times: 15 compute efficiency: 0.85%, process time: 0.16s, 
epoch: 184/300, batch: 1/3, train loss: 0.1771361231803894, cal times: 15 compute efficiency: 20.31%, process time: 0.15s, 
epoch: 184/300, batch: 2/3, train loss: 0.13678982853889465, cal times: 15 compute efficiency: 98.53%, process time: 0.15s, 
epoch: 185/300, batch: 0/3, train loss: 0.1700119972229004, cal times: 15 compute efficiency: 1.15%, process time: 0.22s, 
epoch: 185/300, batch: 1/3, train loss: 0.16465871036052704, cal times: 15 compute efficiency: 96.40%, process time: 0.16s, 
epoch: 185/300, batch: 2/3, train loss: 0.1877586394548416, cal times: 15 compute efficiency: 98.29%, process time: 0.15s, 
epoch: 186/300, batch: 0/3, train loss: 0.16746969521045685, cal times: 15 compute efficiency: 2.01%, process time: 0.40s, 
epoch: 186/300, batch: 1/3, train loss: 0.16021814942359924, cal times: 15 compute efficiency: 97.52%, process time: 0.18s, 
epoch: 186/300, batch: 2/3, train loss: 0.2453790307044983, cal times: 15 compute efficiency: 98.43%, process time: 0.18s, 
epoch: 187/300, batch: 0/3, train loss: 0.16418865323066711, cal times: 15 compute efficiency: 0.91%, process time: 0.18s, 
epoch: 187/300, batch: 1/3, train loss: 0.17409463226795197, cal times: 15 compute efficiency: 97.22%, process time: 0.18s, 
epoch: 187/300, batch: 2/3, train loss: 0.13721676170825958, cal times: 15 compute efficiency: 98.18%, process time: 0.16s, 
epoch: 188/300, batch: 0/3, train loss: 0.17286859452724457, cal times: 15 compute efficiency: 1.00%, process time: 0.19s, 
epoch: 188/300, batch: 1/3, train loss: 0.16447988152503967, cal times: 15 compute efficiency: 97.37%, process time: 0.19s, 
epoch: 188/300, batch: 2/3, train loss: 0.14120358228683472, cal times: 15 compute efficiency: 98.87%, process time: 0.18s, 
epoch: 189/300, batch: 0/3, train loss: 0.16229897737503052, cal times: 15 compute efficiency: 1.00%, process time: 0.19s, 
epoch: 189/300, batch: 1/3, train loss: 0.17419114708900452, cal times: 15 compute efficiency: 97.90%, process time: 0.17s, 
epoch: 189/300, batch: 2/3, train loss: 0.14599700272083282, cal times: 15 compute efficiency: 98.79%, process time: 0.17s, 
epoch: 190/300, batch: 0/3, train loss: 0.17119993269443512, cal times: 15 compute efficiency: 0.88%, process time: 0.17s, 
epoch: 190/300, batch: 1/3, train loss: 0.15799957513809204, cal times: 15 compute efficiency: 53.43%, process time: 0.16s, 
epoch: 190/300, batch: 2/3, train loss: 0.2142273634672165, cal times: 15 compute efficiency: 98.51%, process time: 0.15s, 
epoch: 191/300, batch: 0/3, train loss: 0.17154833674430847, cal times: 15 compute efficiency: 0.88%, process time: 0.17s, 
epoch: 191/300, batch: 1/3, train loss: 0.1663322150707245, cal times: 15 compute efficiency: 96.06%, process time: 0.15s, 
epoch: 191/300, batch: 2/3, train loss: 0.12919871509075165, cal times: 15 compute efficiency: 98.25%, process time: 0.15s, 
epoch: 192/300, batch: 0/3, train loss: 0.17952528595924377, cal times: 15 compute efficiency: 0.87%, process time: 0.17s, 
epoch: 192/300, batch: 1/3, train loss: 0.15616512298583984, cal times: 15 compute efficiency: 21.33%, process time: 0.15s, 
epoch: 192/300, batch: 2/3, train loss: 0.1476677656173706, cal times: 15 compute efficiency: 98.82%, process time: 0.18s, 
epoch: 193/300, batch: 0/3, train loss: 0.1751156747341156, cal times: 15 compute efficiency: 0.80%, process time: 0.16s, 
epoch: 193/300, batch: 1/3, train loss: 0.16022606194019318, cal times: 15 compute efficiency: 97.90%, process time: 0.16s, 
epoch: 193/300, batch: 2/3, train loss: 0.14768759906291962, cal times: 15 compute efficiency: 98.27%, process time: 0.16s, 
epoch: 194/300, batch: 0/3, train loss: 0.1661723107099533, cal times: 15 compute efficiency: 0.92%, process time: 0.18s, 
epoch: 194/300, batch: 1/3, train loss: 0.16833187639713287, cal times: 15 compute efficiency: 40.70%, process time: 0.18s, 
epoch: 194/300, batch: 2/3, train loss: 0.15217739343643188, cal times: 15 compute efficiency: 98.57%, process time: 0.16s, 
epoch: 195/300, batch: 0/3, train loss: 0.17778179049491882, cal times: 15 compute efficiency: 0.96%, process time: 0.19s, 
epoch: 195/300, batch: 1/3, train loss: 0.15756680071353912, cal times: 15 compute efficiency: 35.01%, process time: 0.19s, 
epoch: 195/300, batch: 2/3, train loss: 0.13991019129753113, cal times: 15 compute efficiency: 98.72%, process time: 0.19s, 
epoch: 196/300, batch: 0/3, train loss: 0.17226718366146088, cal times: 15 compute efficiency: 0.95%, process time: 0.18s, 
epoch: 196/300, batch: 1/3, train loss: 0.1647254377603531, cal times: 15 compute efficiency: 97.61%, process time: 0.15s, 
epoch: 196/300, batch: 2/3, train loss: 0.12107609212398529, cal times: 15 compute efficiency: 98.31%, process time: 0.15s, 
epoch: 197/300, batch: 0/3, train loss: 0.16975635290145874, cal times: 15 compute efficiency: 0.97%, process time: 0.19s, 
epoch: 197/300, batch: 1/3, train loss: 0.15916375815868378, cal times: 15 compute efficiency: 98.14%, process time: 0.18s, 
epoch: 197/300, batch: 2/3, train loss: 0.20241227746009827, cal times: 15 compute efficiency: 98.72%, process time: 0.18s, 
epoch: 198/300, batch: 0/3, train loss: 0.16938330233097076, cal times: 15 compute efficiency: 1.07%, process time: 0.21s, 
epoch: 198/300, batch: 1/3, train loss: 0.15979328751564026, cal times: 15 compute efficiency: 43.22%, process time: 0.37s, 
epoch: 198/300, batch: 2/3, train loss: 0.1963557004928589, cal times: 15 compute efficiency: 98.62%, process time: 0.18s, 
epoch: 199/300, batch: 0/3, train loss: 0.16429981589317322, cal times: 15 compute efficiency: 0.90%, process time: 0.18s, 
epoch: 199/300, batch: 1/3, train loss: 0.1674189567565918, cal times: 15 compute efficiency: 98.07%, process time: 0.16s, 
epoch: 199/300, batch: 2/3, train loss: 0.16734665632247925, cal times: 15 compute efficiency: 98.68%, process time: 0.16s, 
Test in Epoch 0199 | forward len 0015 | call times 15 | Time 15.14                             | pre 0.00-0.0% | forward 0.14-0.9% | eval 15.00-99.1%                             | val error3.15 | test error 4.16
Test in Epoch 0199 | forward len 0050 | call times 50 | Time 8.15                             | pre 0.00-0.0% | forward 0.45-5.6% | eval 7.70-94.4%                             | val error4.42 | test error 3.73
Test in Epoch 0199 | forward len 0125 | call times 125 | Time 5.10                             | pre 0.00-0.0% | forward 1.45-28.4% | eval 3.65-71.6%                             | val error2.40 | test error 3.05
epoch: 200/300, batch: 0/3, train loss: 0.168873593211174, cal times: 15 compute efficiency: 1.02%, process time: 0.20s, 
epoch: 200/300, batch: 1/3, train loss: 0.16428504884243011, cal times: 15 compute efficiency: 98.13%, process time: 0.17s, 
epoch: 200/300, batch: 2/3, train loss: 0.1540650576353073, cal times: 15 compute efficiency: 98.40%, process time: 0.17s, 
epoch: 201/300, batch: 0/3, train loss: 0.17365555465221405, cal times: 15 compute efficiency: 1.07%, process time: 0.22s, 
epoch: 201/300, batch: 1/3, train loss: 0.15681065618991852, cal times: 15 compute efficiency: 96.82%, process time: 0.18s, 
epoch: 201/300, batch: 2/3, train loss: 0.18107692897319794, cal times: 15 compute efficiency: 98.68%, process time: 0.17s, 
epoch: 202/300, batch: 0/3, train loss: 0.17619416117668152, cal times: 15 compute efficiency: 0.84%, process time: 0.17s, 
epoch: 202/300, batch: 1/3, train loss: 0.15025027096271515, cal times: 15 compute efficiency: 97.82%, process time: 0.18s, 
epoch: 202/300, batch: 2/3, train loss: 0.2150227427482605, cal times: 15 compute efficiency: 98.57%, process time: 0.17s, 
epoch: 203/300, batch: 0/3, train loss: 0.16877199709415436, cal times: 15 compute efficiency: 0.97%, process time: 0.19s, 
epoch: 203/300, batch: 1/3, train loss: 0.1590806394815445, cal times: 15 compute efficiency: 20.58%, process time: 0.16s, 
epoch: 203/300, batch: 2/3, train loss: 0.1993563175201416, cal times: 15 compute efficiency: 98.20%, process time: 0.15s, 
epoch: 204/300, batch: 0/3, train loss: 0.1734018325805664, cal times: 15 compute efficiency: 0.89%, process time: 0.18s, 
epoch: 204/300, batch: 1/3, train loss: 0.1575022041797638, cal times: 15 compute efficiency: 97.78%, process time: 0.15s, 
epoch: 204/300, batch: 2/3, train loss: 0.16734249889850616, cal times: 15 compute efficiency: 98.58%, process time: 0.17s, 
epoch: 205/300, batch: 0/3, train loss: 0.15849274396896362, cal times: 15 compute efficiency: 1.83%, process time: 0.36s, 
epoch: 205/300, batch: 1/3, train loss: 0.17249102890491486, cal times: 15 compute efficiency: 36.27%, process time: 0.18s, 
epoch: 205/300, batch: 2/3, train loss: 0.16079272329807281, cal times: 15 compute efficiency: 98.24%, process time: 0.16s, 
epoch: 206/300, batch: 0/3, train loss: 0.16605354845523834, cal times: 15 compute efficiency: 1.11%, process time: 0.22s, 
epoch: 206/300, batch: 1/3, train loss: 0.1658691018819809, cal times: 15 compute efficiency: 58.79%, process time: 0.21s, 
epoch: 206/300, batch: 2/3, train loss: 0.15294265747070312, cal times: 15 compute efficiency: 98.79%, process time: 0.21s, 
epoch: 207/300, batch: 0/3, train loss: 0.17908813059329987, cal times: 15 compute efficiency: 0.97%, process time: 0.19s, 
epoch: 207/300, batch: 1/3, train loss: 0.1515088677406311, cal times: 15 compute efficiency: 61.35%, process time: 0.17s, 
epoch: 207/300, batch: 2/3, train loss: 0.16141480207443237, cal times: 15 compute efficiency: 98.34%, process time: 0.17s, 
epoch: 208/300, batch: 0/3, train loss: 0.16084712743759155, cal times: 15 compute efficiency: 0.88%, process time: 0.18s, 
